CNES;CODUFMUN;COD_CEP;CPF_CNPJ;PF_PJ;def_pf_pj;NIV_DEP;def_niv_dep;CNPJ_MAN;COD_IR;def_cod_ir;REGSAUDE;MICR_REG;DISTRSAN;DISTRADM;VINC_SUS;TPGESTAO;def_tpgestao;ESFERA_A;def_esfera_a;RETENCAO;def_retencao;ATIVIDAD;def_atividad;NATUREZA;def_natureza;CLIENTEL;def_clientel;TP_UNID;def_tp_unid;TURNO_AT;def_turno_at;NIV_HIER;def_niv_hier;TP_PREST;def_tp_prest;CO_BANCO;CO_AGENC;C_CORREN;CONTRATM;DT_PUBLM;CONTRATE;DT_PUBLE;ALVARA;DT_EXPED;ORGEXPED;def_orgexped;AV_ACRED;def_av_acred;CLASAVAL;def_clasaval;DT_ACRED;AV_PNASS;def_av_pnass;DT_PNASS;GESPRG1E;GESPRG1M;GESPRG2E;GESPRG2M;GESPRG4E;GESPRG4M;NIVATE_A;GESPRG3E;GESPRG3M;GESPRG5E;GESPRG5M;GESPRG6E;GESPRG6M;NIVATE_H;QTLEITP1;QTLEITP2;QTLEITP3;LEITHOSP;QTINST01;QTINST02;QTINST03;QTINST04;QTINST05;QTINST06;QTINST07;QTINST08;QTINST09;QTINST10;QTINST11;QTINST12;QTINST13;QTINST14;URGEMERG;QTINST15;QTINST16;QTINST17;QTINST18;QTINST19;QTINST20;QTINST21;QTINST22;QTINST23;QTINST24;QTINST25;QTINST26;QTINST27;QTINST28;QTINST29;QTINST30;ATENDAMB;QTINST31;QTINST32;QTINST33;CENTRCIR;QTINST34;QTINST35;QTINST36;QTINST37;CENTROBS;QTLEIT05;QTLEIT06;QTLEIT07;QTLEIT08;QTLEIT09;QTLEIT19;QTLEIT20;QTLEIT21;QTLEIT22;QTLEIT23;QTLEIT32;QTLEIT34;QTLEIT38;QTLEIT39;QTLEIT40;CENTRNEO;ATENDHOS;SERAP01P;SERAP01T;SERAP02P;SERAP02T;SERAP03P;SERAP03T;SERAP04P;SERAP04T;SERAP05P;SERAP05T;SERAP06P;SERAP06T;SERAP07P;SERAP07T;SERAP08P;SERAP08T;SERAP09P;SERAP09T;SERAP10P;SERAP10T;SERAP11P;SERAP11T;SERAPOIO;RES_BIOL;RES_QUIM;RES_RADI;RES_COMU;COLETRES;COMISS01;COMISS02;COMISS03;COMISS04;COMISS05;COMISS06;COMISS07;COMISS08;COMISS09;COMISS10;COMISS11;COMISS12;COMISSAO;AP01CV01;AP01CV02;AP01CV05;AP01CV06;AP01CV03;AP01CV04;AP02CV01;AP02CV02;AP02CV05;AP02CV06;AP02CV03;AP02CV04;AP03CV01;AP03CV02;AP03CV05;AP03CV06;AP03CV03;AP03CV04;AP04CV01;AP04CV02;AP04CV05;AP04CV06;AP04CV03;AP04CV04;AP05CV01;AP05CV02;AP05CV05;AP05CV06;AP05CV03;AP05CV04;AP06CV01;AP06CV02;AP06CV05;AP06CV06;AP06CV03;AP06CV04;AP07CV01;AP07CV02;AP07CV05;AP07CV06;AP07CV03;AP07CV04;ATEND_PR;DT_ATUAL;COMPETEN;ano_competen;mes_competen;def_competen;mun_MUNNOME;mun_MUNNOMEX;mun_AMAZONIA;mun_FRONTEIRA;mun_CAPITAL;mun_MSAUDCOD;mun_RSAUDCOD;mun_CSAUDCOD;mun_LATITUDE;mun_LONGITUDE;mun_ALTITUDE;mun_AREA;mun_codigo_adotado;uf_SIGLA_UF;uf_CODIGO_UF;uf_NOME_UF;mun_coordenadas
7165374;170110;77620000;13928459000100;3;Jurídica;1;Individual;00000000000000;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;39;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO: INCLUI SABADOS DOMINGOS E FERIADOS);;;99;TIPO DE PRESTADOR NÃO INFORMADO;083;59218;5615-4;;;;;150;20121126;1;SES;;;;;;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201812;201901;2019;01;2019/01;Aparecida do Rio Negro;APARECIDA DO RIO NEGRO;S;N;N;1790;1705;17900;-9.952;-47.972;265;1160.363;170110;TO;17;TOCANTINS;-9.95200,-47.97200
7701284;170110;77620000;00000000000000;3;Jurídica;3;Mantida;25086638000118;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;50;UNIDADE DE VIGILANCIA EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201806;201901;2019;01;2019/01;Aparecida do Rio Negro;APARECIDA DO RIO NEGRO;S;N;N;1790;1705;17900;-9.952;-47.972;265;1160.363;170110;TO;17;TOCANTINS;-9.95200,-47.97200
7701292;170110;77620000;00000000000000;3;Jurídica;3;Mantida;25086638000118;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;68;CENTRAL DE GESTAO EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201806;201901;2019;01;2019/01;Aparecida do Rio Negro;APARECIDA DO RIO NEGRO;S;N;N;1790;1705;17900;-9.952;-47.972;265;1160.363;170110;TO;17;TOCANTINS;-9.95200,-47.97200
2600404;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;D;DUPLA;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;033/02;20020227;2;SMS;;;;;;;;;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;5;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201901;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
6865259;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;68;CENTRAL DE GESTAO EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201901;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
7524900;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;50;UNIDADE DE VIGILANCIA EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201901;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
7591845;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;40;UNIDADE MOVEL TERRESTRE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201809;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
9388648;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201901;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
9388850;170130;77845000;00000000000000;3;Jurídica;3;Mantida;25063884000154;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201901;201901;2019;01;2019/01;Aragominas;ARAGOMINAS;S;N;N;1790;1702;17900;-7.162;-48.528;345;1173.026;170130;TO;17;TOCANTINS;-7.16200,-48.52800
2560232;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;01;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201809;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
2765632;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;05;HOSPITAL GERAL;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO: INCLUI SABADOS DOMINGOS E FERIADOS);;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;0;1;0;0;0;1;0;0;1;3;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;3;0;0;4;2;0;0;2;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201605;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
6665772;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;68;CENTRAL DE GESTAO EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;040;20100719;2;SMS;;;;;;;;;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201805;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
7510640;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;051/2014;20140519;2;SMS;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201708;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
7862768;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;50;UNIDADE DE VIGILANCIA EM SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;078/2015;20150101;2;SMS;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;201803;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
9454322;170190;77690000;00000000000000;3;Jurídica;3;Mantida;02070621000177;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;74;POLO ACADEMIA DA SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;010/2018;20180223;2;SMS;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201804;201901;2019;01;2019/01;Araguacema;ARAGUACEMA;S;N;N;1790;1708;17900;-8.804;-49.556;159;2778.452;170190;TO;17;TOCANTINS;-8.80400,-49.55600
2468948;170200;77475000;00000000000000;3;Jurídica;3;Mantida;02391407000112;;;;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;02;Atendimento de demanda referenciada;02;CENTRO DE SAUDE/UNIDADE BASICA;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;019/2001;20010319;2;SMS;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201902;201901;2019;01;2019/01;Araguaçu;ARAGUACU;S;N;N;1790;1710;17900;-12.931;-49.826;278;5167.886;170200;TO;17;TOCANTINS;-12.93100,-49.82600
2546671;170200;77475000;25053117005557;3;Jurídica;3;Mantida;25053117000164;;;;;;;1;E;ESTADUAL;;;;;04;Unidade SEM atividade de Ensino;;;03;Atendimento de demanda espontânea e referenciada;05;HOSPITAL GERAL;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO: INCLUI SABADOS DOMINGOS E FERIADOS);;;99;TIPO DE PRESTADOR NÃO INFORMADO;001;36153;81086X;;;;;;;1;SES;;;;;;;;;0;0;1;0;0;0;1;0;0;1;0;0;0;1;6;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201805;201901;2019;01;2019/01;Araguaçu;ARAGUACU;S;N;N;1790;1710;17900;-12.931;-49.826;278;5167.886;170200;TO;17;TOCANTINS;-12.93100,-49.82600
2649411;170200;77475000;00000000000000;3;Jurídica;3;Mantida;02391407000112;;;001;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;01;POSTO DE SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201902;201901;2019;01;2019/01;Araguaçu;ARAGUACU;S;N;N;1790;1710;17900;-12.931;-49.826;278;5167.886;170200;TO;17;TOCANTINS;-12.93100,-49.82600
2649446;170200;77475000;00000000000000;3;Jurídica;3;Mantida;02391407000112;;;001;;;;1;M;MUNICIPAL;;;;;04;Unidade SEM atividade de Ensino;;;01;Atendimento de demanda espontânea;01;POSTO DE SAUDE;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;99;TIPO DE PRESTADOR NÃO INFORMADO;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;201902;201901;2019;01;2019/01;Araguaçu;ARAGUACU;S;N;N;1790;1710;17900;-12.931;-49.826;278;5167.886;170200;TO;17;TOCANTINS;-12.93100,-49.82600
